frame,tempo,atividade/emocao
1000,00:33,mao no rosto
1000,00:33,mao no rosto
1001,00:33,careta
1001,00:33,mao no rosto
1001,00:33,mao no rosto
1002,00:33,careta
1002,00:33,mao no rosto
1002,00:33,mao no rosto
1003,00:33,careta
1003,00:33,mao no rosto
1003,00:33,mao no rosto
1004,00:33,careta
1004,00:33,mao no rosto
1004,00:33,mao no rosto
1005,00:33,careta
1005,00:33,mao no rosto
1005,00:33,mao no rosto
1006,00:33,careta
1006,00:33,mao no rosto
1006,00:33,mao no rosto
1007,00:33,careta
1007,00:33,mao no rosto
1007,00:33,mao no rosto
1008,00:33,careta
1008,00:33,mao no rosto
1008,00:33,mao no rosto
1009,00:33,careta
1009,00:33,mao no rosto
1009,00:33,mao no rosto
1010,00:33,careta
1010,00:33,mao no rosto
1010,00:33,mao no rosto
1011,00:33,careta
1011,00:33,mao no rosto
1011,00:33,mao no rosto
1012,00:33,careta
1012,00:33,mao no rosto
1012,00:33,mao no rosto
1013,00:33,careta
1013,00:33,mao no rosto
1013,00:33,mao no rosto
1014,00:33,careta
1014,00:33,mao no rosto
1014,00:33,mao no rosto
1015,00:33,careta
1015,00:33,mao no rosto
1015,00:33,mao no rosto
1016,00:33,careta
1016,00:33,mao no rosto
1016,00:33,mao no rosto
1017,00:33,careta
1017,00:33,mao no rosto
1017,00:33,mao no rosto
1018,00:33,careta
1018,00:33,mao no rosto
1018,00:33,mao no rosto
1019,00:33,careta
1019,00:33,mao no rosto
1019,00:33,mao no rosto
1020,00:34,careta
1020,00:34,mao no rosto
1020,00:34,mao no rosto
1021,00:34,careta
1021,00:34,mao no rosto
1021,00:34,mao no rosto
1022,00:34,careta
1022,00:34,mao no rosto
1022,00:34,mao no rosto
1023,00:34,careta
1023,00:34,mao no rosto
1023,00:34,mao no rosto
1024,00:34,careta
1024,00:34,mao no rosto
1024,00:34,mao no rosto
1025,00:34,careta
1025,00:34,mao no rosto
1025,00:34,mao no rosto
1026,00:34,careta
1026,00:34,mao no rosto
1026,00:34,mao no rosto
1027,00:34,careta
1027,00:34,mao no rosto
1027,00:34,mao no rosto
1028,00:34,careta
1028,00:34,mao no rosto
1028,00:34,mao no rosto
1029,00:34,careta
1029,00:34,mao no rosto
1029,00:34,mao no rosto
1030,00:34,careta
1030,00:34,mao no rosto
1030,00:34,mao no rosto
1031,00:34,careta
1031,00:34,mao no rosto
1031,00:34,mao no rosto
1032,00:34,careta
1032,00:34,mao no rosto
1032,00:34,mao no rosto
1033,00:34,careta
1033,00:34,mao no rosto
1033,00:34,mao no rosto
1034,00:34,careta
1034,00:34,mao no rosto
1034,00:34,mao no rosto
1035,00:34,careta
1035,00:34,mao no rosto
1035,00:34,mao no rosto
1036,00:34,careta
1036,00:34,mao no rosto
1036,00:34,mao no rosto
1037,00:34,careta
1037,00:34,mao no rosto
1037,00:34,mao no rosto
1038,00:34,careta
1038,00:34,mao no rosto
1038,00:34,mao no rosto
1039,00:34,careta
1039,00:34,mao no rosto
1039,00:34,mao no rosto
1040,00:34,careta
1040,00:34,mao no rosto
1040,00:34,mao no rosto
1041,00:34,careta
1041,00:34,mao no rosto
1041,00:34,mao no rosto
1042,00:34,careta
1042,00:34,mao no rosto
1042,00:34,mao no rosto
1043,00:34,careta
1043,00:34,mao no rosto
1043,00:34,mao no rosto
1044,00:34,careta
1044,00:34,mao no rosto
1044,00:34,mao no rosto
1045,00:34,careta
1045,00:34,mao no rosto
1045,00:34,mao no rosto
1046,00:34,careta
1046,00:34,mao no rosto
1046,00:34,mao no rosto
1047,00:34,careta
1047,00:34,mao no rosto
1047,00:34,mao no rosto
1048,00:34,careta
1048,00:34,mao no rosto
1048,00:34,mao no rosto
1049,00:34,careta
1049,00:34,mao no rosto
1049,00:34,mao no rosto
1050,00:35,careta
1050,00:35,mao no rosto
1050,00:35,mao no rosto
1051,00:35,careta
1051,00:35,mao no rosto
1051,00:35,mao no rosto
1052,00:35,careta
1052,00:35,mao no rosto
1052,00:35,mao no rosto
1053,00:35,careta
1053,00:35,mao no rosto
1053,00:35,mao no rosto
1054,00:35,careta
1054,00:35,mao no rosto
1054,00:35,mao no rosto
1055,00:35,careta
1055,00:35,mao no rosto
1055,00:35,mao no rosto
1056,00:35,careta
1056,00:35,mao no rosto
1056,00:35,mao no rosto
1057,00:35,careta
1057,00:35,mao no rosto
1057,00:35,mao no rosto
1058,00:35,careta
1058,00:35,mao no rosto
1058,00:35,mao no rosto
1059,00:35,careta
1059,00:35,mao no rosto
1059,00:35,mao no rosto
1060,00:35,careta
1060,00:35,mao no rosto
1060,00:35,mao no rosto
1061,00:35,careta
1061,00:35,mao no rosto
1061,00:35,mao no rosto
1062,00:35,careta
1062,00:35,mao no rosto
1062,00:35,mao no rosto
1063,00:35,careta
1063,00:35,mao no rosto
1063,00:35,mao no rosto
1064,00:35,careta
1064,00:35,mao no rosto
1064,00:35,mao no rosto
1065,00:35,careta
1065,00:35,mao no rosto
1065,00:35,mao no rosto
1066,00:35,careta
1066,00:35,mao no rosto
1066,00:35,mao no rosto
1067,00:35,careta
1067,00:35,mao no rosto
1067,00:35,mao no rosto
1068,00:35,careta
1068,00:35,mao no rosto
1068,00:35,mao no rosto
1069,00:35,careta
1069,00:35,mao no rosto
1069,00:35,mao no rosto
1070,00:35,careta
1070,00:35,mao no rosto
1070,00:35,mao no rosto
1071,00:35,careta
1071,00:35,mao no rosto
1071,00:35,mao no rosto
1072,00:35,careta
1072,00:35,mao no rosto
1072,00:35,mao no rosto
1073,00:35,careta
1073,00:35,mao no rosto
1073,00:35,mao no rosto
1074,00:35,careta
1074,00:35,mao no rosto
1074,00:35,mao no rosto
1075,00:35,careta
1075,00:35,mao no rosto
1075,00:35,mao no rosto
1076,00:35,careta
1076,00:35,mao no rosto
1076,00:35,mao no rosto
1077,00:35,careta
1077,00:35,mao no rosto
1077,00:35,mao no rosto
1078,00:35,careta
1078,00:35,mao no rosto
1078,00:35,mao no rosto
1079,00:35,careta
1079,00:35,mao no rosto
1079,00:35,mao no rosto
1080,00:36,careta
1080,00:36,mao no rosto
1080,00:36,mao no rosto
1081,00:36,medo
1081,00:36,mao no rosto
1082,00:36,medo
1082,00:36,mao no rosto
1083,00:36,medo
1083,00:36,mao no rosto
1084,00:36,medo
1084,00:36,mao no rosto
1085,00:36,medo
1085,00:36,mao no rosto
1086,00:36,medo
1086,00:36,mao no rosto
1087,00:36,medo
1087,00:36,mao no rosto
1088,00:36,medo
1088,00:36,mao no rosto
1089,00:36,medo
1089,00:36,mao no rosto
1090,00:36,medo
1090,00:36,mao no rosto
1091,00:36,medo
1091,00:36,mao no rosto
1092,00:36,medo
1092,00:36,mao no rosto
1093,00:36,neutro
1093,00:36,mao no rosto
1094,00:36,medo
1094,00:36,mao no rosto
1095,00:36,medo
1095,00:36,mao no rosto
1096,00:36,medo
1096,00:36,mao no rosto
1097,00:36,medo
1097,00:36,mao no rosto
1098,00:36,medo
1098,00:36,mao no rosto
1099,00:36,medo
1099,00:36,mao no rosto
1100,00:36,medo
1100,00:36,mao no rosto
1101,00:36,medo
1101,00:36,mao no rosto
1102,00:36,medo
1102,00:36,mao no rosto
1103,00:36,medo
1103,00:36,mao no rosto
1104,00:36,medo
1104,00:36,mao no rosto
1105,00:36,medo
1105,00:36,mao no rosto
1106,00:36,medo
1106,00:36,mao no rosto
1107,00:36,medo
1107,00:36,mao no rosto
1108,00:36,medo
1108,00:36,mao no rosto
1109,00:36,medo
1109,00:36,mao no rosto
1110,00:37,medo
1110,00:37,mao no rosto
1111,00:37,medo
1111,00:37,mao no rosto
1112,00:37,medo
1112,00:37,mao no rosto
1113,00:37,medo
1113,00:37,mao no rosto
1114,00:37,medo
1114,00:37,mao no rosto
1115,00:37,medo
1115,00:37,mao no rosto
1116,00:37,medo
1116,00:37,mao no rosto
1117,00:37,neutro
1117,00:37,mao no rosto
1118,00:37,triste
1118,00:37,mao no rosto
1119,00:37,medo
1119,00:37,mao no rosto
1120,00:37,medo
1120,00:37,mao no rosto
1121,00:37,medo
1121,00:37,mao no rosto
1122,00:37,medo
1122,00:37,mao no rosto
1123,00:37,medo
1123,00:37,mao no rosto
1124,00:37,neutro
1124,00:37,mao no rosto
1125,00:37,medo
1125,00:37,mao no rosto
1126,00:37,medo
1126,00:37,mao no rosto
1127,00:37,medo
1127,00:37,mao no rosto
1128,00:37,neutro
1128,00:37,mao no rosto
1129,00:37,neutro
1129,00:37,mao no rosto
1130,00:37,medo
1130,00:37,mao no rosto
1131,00:37,medo
1131,00:37,mao no rosto
1132,00:37,medo
1132,00:37,mao no rosto
1133,00:37,medo
1133,00:37,mao no rosto
1134,00:37,medo
1134,00:37,mao no rosto
1135,00:37,medo
1135,00:37,mao no rosto
1136,00:37,neutro
1136,00:37,mao no rosto
1137,00:37,medo
1137,00:37,mao no rosto
1138,00:37,medo
1138,00:37,mao no rosto
1139,00:37,medo
1139,00:37,mao no rosto
1140,00:38,medo
1140,00:38,mao no rosto
1141,00:38,medo
1141,00:38,mao no rosto
1142,00:38,medo
1142,00:38,mao no rosto
1143,00:38,medo
1143,00:38,mao no rosto
1144,00:38,medo
1144,00:38,mao no rosto
1145,00:38,medo
1145,00:38,mao no rosto
1146,00:38,medo
1146,00:38,mao no rosto
1147,00:38,medo
1147,00:38,mao no rosto
1148,00:38,medo
1148,00:38,mao no rosto
1149,00:38,medo
1149,00:38,mao no rosto
1150,00:38,medo
1150,00:38,mao no rosto
1151,00:38,medo
1151,00:38,mao no rosto
1152,00:38,medo
1152,00:38,mao no rosto
1153,00:38,medo
1153,00:38,mao no rosto
1154,00:38,medo
1154,00:38,mao no rosto
1155,00:38,medo
1155,00:38,mao no rosto
1156,00:38,medo
1156,00:38,mao no rosto
1157,00:38,medo
1157,00:38,mao no rosto
1158,00:38,neutro
1158,00:38,mao no rosto
1159,00:38,neutro
1159,00:38,mao no rosto
1160,00:38,neutro
1160,00:38,mao no rosto
1161,00:38,neutro
1161,00:38,mao no rosto
1162,00:38,neutro
1162,00:38,mao no rosto
1163,00:38,medo
1163,00:38,mao no rosto
1164,00:38,medo
1164,00:38,mao no rosto
1165,00:38,medo
1165,00:38,mao no rosto
1166,00:38,neutro
1166,00:38,mao no rosto
1167,00:38,neutro
1167,00:38,mao no rosto
1168,00:38,medo
1168,00:38,mao no rosto
1169,00:38,neutro
1169,00:38,mao no rosto
1170,00:39,neutro
1170,00:39,mao no rosto
1171,00:39,neutro
1171,00:39,mao no rosto
1172,00:39,neutro
1172,00:39,mao no rosto
1173,00:39,medo
1173,00:39,mao no rosto
1174,00:39,medo
1174,00:39,mao no rosto
1175,00:39,medo
1175,00:39,mao no rosto
1176,00:39,medo
1176,00:39,mao no rosto
1177,00:39,neutro
1177,00:39,mao no rosto
1178,00:39,neutro
1178,00:39,mao no rosto
1179,00:39,neutro
1179,00:39,mao no rosto
1180,00:39,medo
1180,00:39,mao no rosto
1181,00:39,medo
1181,00:39,mao no rosto
1182,00:39,medo
1182,00:39,mao no rosto
1183,00:39,medo
1183,00:39,mao no rosto
1184,00:39,medo
1184,00:39,mao no rosto
1185,00:39,medo
1185,00:39,mao no rosto
1186,00:39,medo
1186,00:39,mao no rosto
1187,00:39,medo
1187,00:39,mao no rosto
1188,00:39,medo
1188,00:39,mao no rosto
1189,00:39,medo
1189,00:39,mao no rosto
1190,00:39,medo
1190,00:39,mao no rosto
1191,00:39,medo
1191,00:39,mao no rosto
1192,00:39,medo
1192,00:39,mao no rosto
1193,00:39,medo
1193,00:39,mao no rosto
1194,00:39,medo
1194,00:39,mao no rosto
1195,00:39,medo
1195,00:39,mao no rosto
1196,00:39,medo
1196,00:39,mao no rosto
1197,00:39,medo
1197,00:39,mao no rosto
1198,00:39,medo
1198,00:39,mao no rosto
1199,00:39,medo
1199,00:39,mao no rosto
1200,00:40,medo
1200,00:40,mao no rosto
1201,00:40,medo
1201,00:40,mao no rosto
1202,00:40,medo
1202,00:40,mao no rosto
1203,00:40,neutro
1203,00:40,mao no rosto
1204,00:40,medo
1204,00:40,mao no rosto
1205,00:40,medo
1205,00:40,mao no rosto
1206,00:40,medo
1206,00:40,mao no rosto
1207,00:40,medo
1207,00:40,mao no rosto
1208,00:40,medo
1208,00:40,mao no rosto
1209,00:40,medo
1209,00:40,mao no rosto
1210,00:40,medo
1210,00:40,mao no rosto
1211,00:40,medo
1211,00:40,mao no rosto
1212,00:40,neutro
1212,00:40,mao no rosto
1213,00:40,neutro
1213,00:40,mao no rosto
1214,00:40,neutro
1214,00:40,mao no rosto
1215,00:40,medo
1215,00:40,mao no rosto
1216,00:40,neutro
1216,00:40,mao no rosto
1217,00:40,medo
1217,00:40,mao no rosto
1218,00:40,triste
1218,00:40,mao no rosto
1219,00:40,neutro
1219,00:40,mao no rosto
1220,00:40,neutro
1220,00:40,mao no rosto
1221,00:40,neutro
1221,00:40,mao no rosto
1222,00:40,triste
1222,00:40,mao no rosto
1223,00:40,triste
1223,00:40,mao no rosto
1224,00:40,triste
1224,00:40,mao no rosto
1225,00:40,bravo
1225,00:40,mao no rosto
1226,00:40,triste
1226,00:40,mao no rosto
1227,00:40,triste
1227,00:40,mao no rosto
1228,00:40,triste
1228,00:40,mao no rosto
1228,00:40,mao no rosto
1229,00:40,triste
1229,00:40,mao no rosto
1230,00:41,triste
1230,00:41,mao no rosto
1231,00:41,triste
1231,00:41,mao no rosto
1232,00:41,triste
1232,00:41,mao no rosto
1233,00:41,triste
1233,00:41,mao no rosto
1234,00:41,triste
1234,00:41,mao no rosto
1235,00:41,triste
1235,00:41,mao no rosto
1236,00:41,triste
1236,00:41,mao no rosto
1237,00:41,triste
1237,00:41,mao no rosto
1238,00:41,triste
1238,00:41,mao no rosto
1239,00:41,triste
1239,00:41,mao no rosto
1240,00:41,triste
1240,00:41,mao no rosto
1241,00:41,triste
1241,00:41,mao no rosto
1242,00:41,triste
1242,00:41,mao no rosto
1242,00:41,mao no rosto
1243,00:41,triste
1243,00:41,mao no rosto
1244,00:41,triste
1244,00:41,mao no rosto
1245,00:41,triste
1245,00:41,mao no rosto
1246,00:41,triste
1246,00:41,mao no rosto
1247,00:41,mao no rosto
1248,00:41,mao no rosto
1249,00:41,triste
1249,00:41,mao no rosto
1250,00:41,mao no rosto
1251,00:41,mao no rosto
1252,00:41,triste
1252,00:41,mao no rosto
1253,00:41,mao no rosto
1254,00:41,mao no rosto
1255,00:41,medo
1255,00:41,mao no rosto
1256,00:41,medo
1256,00:41,mao no rosto
1257,00:41,medo
1257,00:41,mao no rosto
1258,00:41,medo
1258,00:41,mao no rosto
1259,00:41,medo
1259,00:41,mao no rosto
1260,00:42,medo
1260,00:42,mao no rosto
1261,00:42,triste
1262,00:42,triste
1263,00:42,neutro
1264,00:42,triste
1265,00:42,triste
1266,00:42,careta
1267,00:42,careta
1268,00:42,careta
1269,00:42,bravo
1270,00:42,careta
1271,00:42,neutro
1272,00:42,careta
1273,00:42,bravo
1274,00:42,bravo
1275,00:42,bravo
1276,00:42,bravo
1277,00:42,careta
1278,00:42,careta
1279,00:42,careta
1280,00:42,careta
1281,00:42,careta
1282,00:42,careta
1283,00:42,careta
1284,00:42,careta
1285,00:42,neutro
1286,00:42,careta
1287,00:42,careta
1288,00:42,careta
1289,00:42,careta
1290,00:43,neutro
1291,00:43,careta
1292,00:43,careta
1293,00:43,careta
1294,00:43,careta
1295,00:43,triste
1296,00:43,careta
1297,00:43,careta
1298,00:43,careta
1299,00:43,careta
1300,00:43,careta
1301,00:43,careta
1302,00:43,careta
1303,00:43,careta
1304,00:43,careta
1305,00:43,careta
1306,00:43,careta
1307,00:43,triste
1308,00:43,triste
1309,00:43,bravo
1310,00:43,bravo
1311,00:43,bravo
1312,00:43,bravo
1313,00:43,bravo
1314,00:43,bravo
1315,00:43,bravo
1316,00:43,medo
1317,00:43,bravo
1318,00:43,bravo
1319,00:43,bravo
1320,00:44,bravo
1321,00:44,triste
1322,00:44,triste
1323,00:44,bravo
1324,00:44,careta
1325,00:44,careta
1326,00:44,careta
1327,00:44,careta
1328,00:44,careta
1329,00:44,careta
1330,00:44,careta
1331,00:44,careta
1332,00:44,careta
1333,00:44,careta
1334,00:44,careta
1335,00:44,careta
1336,00:44,careta
1337,00:44,careta
1338,00:44,careta
1339,00:44,careta
1340,00:44,careta
1341,00:44,careta
1342,00:44,careta
1343,00:44,careta
1344,00:44,careta
1345,00:44,careta
1346,00:44,careta
1347,00:44,careta
1348,00:44,neutro
1349,00:44,neutro
1350,00:45,careta
1351,00:45,careta
1352,00:45,careta
1353,00:45,careta
1354,00:45,careta
1355,00:45,careta
1356,00:45,careta
1357,00:45,careta
1358,00:45,careta
1359,00:45,careta
1360,00:45,careta
1361,00:45,careta
1362,00:45,careta
1363,00:45,careta
1364,00:45,careta
1365,00:45,careta
1366,00:45,careta
1367,00:45,careta
1368,00:45,bravo
1369,00:45,triste
1370,00:45,neutro
1371,00:45,triste
1372,00:45,triste
1373,00:45,neutro
1374,00:45,neutro
1375,00:45,neutro
1376,00:45,neutro
1377,00:45,neutro
1378,00:45,neutro
1379,00:45,neutro
1380,00:46,neutro
1381,00:46,neutro
1382,00:46,neutro
1383,00:46,neutro
1384,00:46,neutro
1385,00:46,neutro
1385,00:46,mao no rosto
1386,00:46,triste
1387,00:46,neutro
1388,00:46,neutro
1389,00:46,neutro
1390,00:46,triste
1391,00:46,neutro
1392,00:46,careta
1393,00:46,careta
1394,00:46,careta
1395,00:46,careta
1396,00:46,careta
1397,00:46,careta
1398,00:46,careta
1399,00:46,careta
1400,00:46,careta
1401,00:46,careta
1402,00:46,careta
1403,00:46,careta
1404,00:46,careta
1405,00:46,careta
1406,00:46,careta
1407,00:46,careta
1407,00:46,mao no rosto
1408,00:46,careta
1409,00:46,careta
1410,00:47,careta
1411,00:47,neutro
1412,00:47,careta
1413,00:47,neutro
1414,00:47,neutro
1415,00:47,neutro
1416,00:47,careta
1417,00:47,neutro
1418,00:47,neutro
1419,00:47,neutro
1420,00:47,careta
1421,00:47,careta
1422,00:47,careta
1423,00:47,careta
1424,00:47,careta
1425,00:47,careta
1426,00:47,careta
1427,00:47,neutro
1428,00:47,neutro
1429,00:47,careta
1430,00:47,careta
1431,00:47,careta
1432,00:47,careta
1433,00:47,careta
1434,00:47,careta
1435,00:47,careta
1436,00:47,neutro
1437,00:47,careta
1438,00:47,careta
1439,00:47,careta
1440,00:48,neutro
1441,00:48,neutro
1442,00:48,neutro
1443,00:48,neutro
1444,00:48,neutro
1445,00:48,neutro
1446,00:48,neutro
1447,00:48,neutro
1448,00:48,neutro
1449,00:48,neutro
1450,00:48,neutro
1451,00:48,neutro
1452,00:48,neutro
1453,00:48,neutro
1454,00:48,neutro
1455,00:48,neutro
1456,00:48,neutro
1457,00:48,neutro
1458,00:48,feliz
1459,00:48,neutro
1460,00:48,feliz
1461,00:48,feliz
1462,00:48,feliz
1463,00:48,feliz
1464,00:48,feliz
1465,00:48,feliz
1466,00:48,feliz
1467,00:48,feliz
1468,00:48,feliz
1469,00:48,neutro
1470,00:49,feliz
1471,00:49,neutro
1472,00:49,feliz
1473,00:49,neutro
1474,00:49,neutro
1475,00:49,triste
1476,00:49,triste
1477,00:49,feliz
1478,00:49,feliz
1479,00:49,feliz
1480,00:49,feliz
1481,00:49,bravo
1482,00:49,triste
1483,00:49,feliz
1484,00:49,feliz
1485,00:49,feliz
1486,00:49,feliz
1487,00:49,feliz
1488,00:49,feliz
1489,00:49,feliz
1490,00:49,feliz
1491,00:49,feliz
1492,00:49,feliz
1493,00:49,feliz
1494,00:49,feliz
1495,00:49,feliz
1496,00:49,feliz
1497,00:49,feliz
1498,00:49,feliz
1499,00:49,feliz
1500,00:50,feliz
1501,00:50,feliz
1502,00:50,feliz
1503,00:50,feliz
1504,00:50,feliz
1505,00:50,feliz
1506,00:50,feliz
1507,00:50,feliz
1508,00:50,feliz
1509,00:50,feliz
1510,00:50,feliz
1511,00:50,feliz
1512,00:50,feliz
1513,00:50,feliz
1514,00:50,feliz
1515,00:50,feliz
1516,00:50,feliz
1517,00:50,feliz
1518,00:50,feliz
1519,00:50,feliz
1520,00:50,feliz
1521,00:50,feliz
1522,00:50,feliz
1523,00:50,feliz
1524,00:50,feliz
1525,00:50,feliz
1526,00:50,feliz
1527,00:50,feliz
1528,00:50,feliz
1529,00:50,feliz
1530,00:51,feliz
1531,00:51,feliz
1532,00:51,feliz
1533,00:51,feliz
1534,00:51,feliz
1535,00:51,feliz
1536,00:51,feliz
1537,00:51,feliz
1538,00:51,feliz
1539,00:51,feliz
1540,00:51,feliz
1541,00:51,feliz
1542,00:51,feliz
1543,00:51,feliz
1544,00:51,feliz
1545,00:51,feliz
1546,00:51,feliz
1547,00:51,feliz
1548,00:51,feliz
1549,00:51,feliz
1550,00:51,feliz
1551,00:51,feliz
1552,00:51,feliz
1553,00:51,feliz
1554,00:51,feliz
1555,00:51,surpreso
1556,00:51,neutro
1557,00:51,surpreso
1558,00:51,medo
1559,00:51,neutro
1560,00:52,medo
1561,00:52,medo
1562,00:52,medo
1563,00:52,surpreso
1564,00:52,surpreso
1565,00:52,surpreso
1566,00:52,surpreso
1567,00:52,surpreso
1568,00:52,medo
1569,00:52,feliz
1570,00:52,feliz
1571,00:52,feliz
1572,00:52,feliz
1573,00:52,feliz
1574,00:52,feliz
1575,00:52,feliz
1576,00:52,feliz
1577,00:52,feliz
1578,00:52,feliz
1579,00:52,feliz
1580,00:52,feliz
1581,00:52,feliz
1582,00:52,feliz
1583,00:52,feliz
1584,00:52,feliz
1585,00:52,feliz
1586,00:52,feliz
1587,00:52,feliz
1588,00:52,feliz
1589,00:52,feliz
1590,00:53,feliz
1591,00:53,feliz
1592,00:53,feliz
1593,00:53,feliz
1594,00:53,feliz
1595,00:53,feliz
1596,00:53,feliz
1597,00:53,feliz
1598,00:53,feliz
1599,00:53,neutro
1600,00:53,neutro
1601,00:53,neutro
1602,00:53,neutro
1603,00:53,neutro
1604,00:53,neutro
1605,00:53,neutro
1606,00:53,neutro
1607,00:53,neutro
1608,00:53,feliz
1609,00:53,feliz
1610,00:53,feliz
1611,00:53,feliz
1612,00:53,medo
1613,00:53,surpreso
1614,00:53,surpreso
1615,00:53,surpreso
1616,00:53,medo
1617,00:53,medo
1618,00:53,feliz
1619,00:53,feliz
1620,00:54,surpreso
1621,00:54,neutro
1622,00:54,neutro
1623,00:54,neutro
1624,00:54,neutro
1625,00:54,neutro
1626,00:54,neutro
1627,00:54,neutro
1628,00:54,neutro
1629,00:54,neutro
1630,00:54,neutro
1631,00:54,neutro
1632,00:54,neutro
1633,00:54,neutro
1634,00:54,neutro
1635,00:54,neutro
1636,00:54,neutro
1637,00:54,neutro
1638,00:54,neutro
1639,00:54,neutro
1640,00:54,neutro
1641,00:54,neutro
1642,00:54,neutro
1643,00:54,neutro
1644,00:54,neutro
1645,00:54,neutro
1646,00:54,neutro
1647,00:54,neutro
1648,00:54,neutro
1649,00:54,neutro
1650,00:55,neutro
1651,00:55,neutro
1652,00:55,neutro
1653,00:55,neutro
1654,00:55,neutro
1655,00:55,neutro
1656,00:55,neutro
1657,00:55,neutro
1658,00:55,neutro
1659,00:55,neutro
1660,00:55,neutro
1661,00:55,triste
1662,00:55,triste
1663,00:55,triste
1664,00:55,neutro
1665,00:55,neutro
1666,00:55,neutro
1667,00:55,bravo
1668,00:55,neutro
1669,00:55,triste
1670,00:55,triste
1671,00:55,neutro
1672,00:55,neutro
1673,00:55,neutro
1674,00:55,neutro
1675,00:55,neutro
1676,00:55,neutro
1677,00:55,neutro
1678,00:55,neutro
1679,00:55,neutro
1680,00:56,neutro
1681,00:56,neutro
1682,00:56,neutro
1683,00:56,neutro
1684,00:56,neutro
1685,00:56,neutro
1686,00:56,neutro
1687,00:56,neutro
1688,00:56,neutro
1689,00:56,neutro
1690,00:56,neutro
1691,00:56,neutro
1692,00:56,neutro
1693,00:56,neutro
1694,00:56,neutro
1695,00:56,neutro
1696,00:56,neutro
1697,00:56,neutro
1698,00:56,neutro
1699,00:56,neutro
1700,00:56,neutro
1701,00:56,careta
1702,00:56,careta
1703,00:56,careta
1704,00:56,careta
1705,00:56,careta
1706,00:56,careta
1707,00:56,careta
1708,00:56,careta
1709,00:56,careta
1710,00:57,careta
1711,00:57,bravo
1712,00:57,bravo
1713,00:57,bravo
1714,00:57,feliz
1715,00:57,feliz
1716,00:57,bravo
1717,00:57,feliz
1718,00:57,feliz
1719,00:57,feliz
1720,00:57,feliz
1721,00:57,feliz
1722,00:57,feliz
1723,00:57,feliz
1724,00:57,feliz
1725,00:57,medo
1726,00:57,medo
1727,00:57,bravo
1728,00:57,feliz
1729,00:57,feliz
1730,00:57,feliz
1731,00:57,feliz
1732,00:57,medo
1733,00:57,medo
1734,00:57,medo
1735,00:57,feliz
1736,00:57,feliz
1737,00:57,medo
1738,00:57,medo
1739,00:57,medo
1740,00:58,medo
1741,00:58,medo
1742,00:58,medo
1743,00:58,medo
1744,00:58,medo
1745,00:58,medo
1746,00:58,medo
1747,00:58,bravo
1748,00:58,bravo
1749,00:58,bravo
1750,00:58,medo
1751,00:58,bravo
1752,00:58,bravo
1753,00:58,bravo
1754,00:58,bravo
1755,00:58,feliz
1756,00:58,bravo
1757,00:58,bravo
1758,00:58,medo
1759,00:58,bravo
1760,00:58,bravo
1761,00:58,medo
1762,00:58,medo
1763,00:58,medo
1764,00:58,medo
1765,00:58,triste
1766,00:58,triste
1767,00:58,medo
1768,00:58,medo
1769,00:58,triste
1770,00:59,triste
1771,00:59,triste
1772,00:59,triste
1773,00:59,triste
1774,00:59,triste
1775,00:59,triste
1776,00:59,triste
1777,00:59,triste
1778,00:59,triste
1779,00:59,triste
1780,00:59,triste
1781,00:59,triste
1782,00:59,triste
1783,00:59,triste
1784,00:59,feliz
1785,00:59,triste
1786,00:59,triste
1787,00:59,triste
1788,00:59,medo
1789,00:59,triste
1790,00:59,feliz
1791,00:59,medo
1792,00:59,triste
1793,00:59,triste
1794,00:59,medo
1795,00:59,medo
1796,00:59,medo
1797,00:59,medo
1798,00:59,medo
1799,00:59,triste
1800,01:00,medo
1801,01:00,medo
1802,01:00,medo
1803,01:00,medo
1804,01:00,medo
1805,01:00,medo
1806,01:00,triste
1807,01:00,triste
1808,01:00,medo
1809,01:00,medo
1810,01:00,medo
1811,01:00,medo
1812,01:00,medo
1813,01:00,medo
1814,01:00,medo
1815,01:00,medo
1816,01:00,medo
1817,01:00,medo
1818,01:00,medo
1819,01:00,medo
1820,01:00,medo
1821,01:00,medo
1822,01:00,medo
1823,01:00,neutro
1824,01:00,neutro
1825,01:00,medo
1826,01:00,neutro
1827,01:00,neutro
1828,01:00,neutro
1829,01:00,neutro
1830,01:01,medo
1831,01:01,triste
1832,01:01,triste
1833,01:01,triste
1833,01:01,mao no rosto
1834,01:01,triste
1835,01:01,triste
1836,01:01,triste
1837,01:01,triste
1837,01:01,mao levantada
1838,01:01,triste
1839,01:01,triste
1840,01:01,triste
1841,01:01,bravo
1842,01:01,bravo
1843,01:01,bravo
1843,01:01,mao no rosto
1844,01:01,bravo
1845,01:01,bravo
1846,01:01,bravo
1847,01:01,bravo
1848,01:01,bravo
1849,01:01,bravo
1850,01:01,bravo
1851,01:01,bravo
1852,01:01,bravo
1853,01:01,bravo
1854,01:01,bravo
1855,01:01,bravo
1856,01:01,bravo
1857,01:01,bravo
1858,01:01,bravo
1859,01:01,bravo
1860,01:02,bravo
1861,01:02,bravo
1862,01:02,bravo
1863,01:02,bravo
1864,01:02,bravo
1865,01:02,bravo
1866,01:02,bravo
1867,01:02,bravo
1868,01:02,bravo
1869,01:02,bravo
1870,01:02,bravo
1871,01:02,bravo
1872,01:02,bravo
1873,01:02,bravo
1874,01:02,bravo
