frame,tempo,atividade/emocao
1875,01:02,bravo
1876,01:02,bravo
1877,01:02,bravo
1878,01:02,bravo
1879,01:02,bravo
1880,01:02,bravo
1881,01:02,triste
1882,01:02,triste
1883,01:02,triste
1884,01:02,bravo
1885,01:02,bravo
1886,01:02,bravo
1887,01:02,triste
1888,01:02,bravo
1889,01:02,bravo
1890,01:03,bravo
1891,01:03,bravo
1892,01:03,bravo
1893,01:03,bravo
1894,01:03,bravo
1894,01:03,mao no rosto
1895,01:03,bravo
1896,01:03,bravo
1897,01:03,bravo
1898,01:03,bravo
1899,01:03,bravo
1900,01:03,medo
1901,01:03,bravo
1902,01:03,bravo
1903,01:03,bravo
1904,01:03,bravo
1905,01:03,bravo
1906,01:03,bravo
1907,01:03,bravo
1908,01:03,bravo
1909,01:03,bravo
1910,01:03,bravo
1911,01:03,bravo
1912,01:03,bravo
1913,01:03,bravo
1914,01:03,bravo
1915,01:03,bravo
1916,01:03,bravo
1917,01:03,bravo
1918,01:03,bravo
1919,01:03,bravo
1920,01:04,bravo
1921,01:04,bravo
1922,01:04,bravo
1923,01:04,bravo
1924,01:04,bravo
1925,01:04,bravo
1926,01:04,bravo
1927,01:04,triste
1928,01:04,triste
1929,01:04,triste
1930,01:04,triste
1931,01:04,triste
1932,01:04,triste
1933,01:04,triste
1934,01:04,triste
1935,01:04,triste
1936,01:04,triste
1937,01:04,triste
1938,01:04,triste
1939,01:04,triste
1939,01:04,mao no rosto
1940,01:04,triste
1941,01:04,triste
1941,01:04,mao no rosto
1942,01:04,triste
1943,01:04,triste
1944,01:04,triste
1945,01:04,triste
1948,01:04,triste
1949,01:04,triste
1950,01:05,triste
1951,01:05,triste
1952,01:05,triste
1955,01:05,neutro
1956,01:05,triste
1957,01:05,triste
1958,01:05,triste
1959,01:05,triste
1960,01:05,triste
1963,01:05,triste
1964,01:05,triste
1965,01:05,triste
1966,01:05,triste
1967,01:05,triste
1974,01:05,triste
1975,01:05,triste
1976,01:05,triste
1977,01:05,triste
1978,01:05,triste
1981,01:06,triste
1982,01:06,triste
1985,01:06,triste
1986,01:06,triste
1987,01:06,triste
1988,01:06,triste
1989,01:06,triste
2010,01:07,mao no rosto
2010,01:07,mao no rosto
2307,01:16,mao no rosto
2308,01:16,mao no rosto
2309,01:16,mao no rosto
2310,01:17,mao levantada
2310,01:17,mao no rosto
2311,01:17,mao levantada
2311,01:17,mao no rosto
2312,01:17,mao levantada
2312,01:17,mao no rosto
2313,01:17,mao levantada
2313,01:17,mao no rosto
2314,01:17,mao levantada
2314,01:17,mao no rosto
2315,01:17,mao levantada
2315,01:17,mao no rosto
2316,01:17,mao levantada
2316,01:17,mao no rosto
2317,01:17,mao levantada
2317,01:17,mao no rosto
2318,01:17,mao levantada
2318,01:17,mao no rosto
2319,01:17,mao levantada
2322,01:17,mao levantada
2323,01:17,mao levantada
2324,01:17,mao levantada
2325,01:17,mao levantada
2326,01:17,mao levantada
2327,01:17,mao levantada
2328,01:17,mao levantada
2329,01:17,mao levantada
2330,01:17,mao levantada
2331,01:17,mao levantada
2332,01:17,mao levantada
2333,01:17,mao levantada
2334,01:17,mao levantada
2335,01:17,mao levantada
2336,01:17,mao levantada
2337,01:17,mao levantada
2338,01:17,mao levantada
2339,01:17,mao levantada
2340,01:18,mao levantada
2341,01:18,mao levantada
2342,01:18,mao levantada
2343,01:18,mao levantada
2344,01:18,mao levantada
2345,01:18,mao levantada
2346,01:18,mao levantada
2347,01:18,mao levantada
2348,01:18,mao levantada
2349,01:18,mao levantada
2350,01:18,mao levantada
2351,01:18,mao levantada
2352,01:18,mao levantada
2353,01:18,mao levantada
2354,01:18,mao levantada
2355,01:18,mao levantada
2356,01:18,mao levantada
2357,01:18,mao levantada
2358,01:18,mao levantada
2359,01:18,mao levantada
2360,01:18,mao levantada
2361,01:18,mao levantada
2362,01:18,mao levantada
2363,01:18,mao levantada
2364,01:18,mao levantada
2365,01:18,mao levantada
2366,01:18,mao levantada
2367,01:18,mao levantada
2368,01:18,mao levantada
2369,01:18,mao levantada
2370,01:19,mao levantada
2371,01:19,neutro
2372,01:19,neutro
2373,01:19,neutro
2374,01:19,bravo
2375,01:19,bravo
2376,01:19,medo
2377,01:19,bravo
2378,01:19,feliz
2379,01:19,bravo
2380,01:19,medo
2381,01:19,medo
2382,01:19,medo
2383,01:19,bravo
2384,01:19,medo
2385,01:19,bravo
2386,01:19,medo
2387,01:19,medo
2388,01:19,medo
2389,01:19,medo
2390,01:19,medo
2391,01:19,medo
2392,01:19,bravo
2393,01:19,medo
2394,01:19,medo
2395,01:19,medo
2396,01:19,bravo
2397,01:19,bravo
2398,01:19,bravo
2399,01:19,bravo
2400,01:20,neutro
2413,01:20,medo
2414,01:20,medo
2415,01:20,medo
2581,01:26,medo
2582,01:26,medo
2583,01:26,medo
2583,01:26,mao no rosto
2584,01:26,neutro
2585,01:26,medo
2585,01:26,mao levantada
2585,01:26,mao no rosto
2586,01:26,neutro
2587,01:26,neutro
2588,01:26,neutro
2589,01:26,neutro
2589,01:26,mao levantada
2589,01:26,mao no rosto
2590,01:26,neutro
2591,01:26,neutro
2592,01:26,neutro
2593,01:26,neutro
2594,01:26,neutro
2595,01:26,neutro
2596,01:26,neutro
2597,01:26,neutro
2598,01:26,neutro
2599,01:26,neutro
2600,01:26,neutro
2601,01:26,medo
2602,01:26,medo
2603,01:26,medo
2604,01:26,neutro
2605,01:26,neutro
2606,01:26,medo
2607,01:26,medo
2608,01:26,medo
2609,01:26,triste
2610,01:27,triste
2611,01:27,triste
2612,01:27,triste
2613,01:27,medo
2614,01:27,neutro
2615,01:27,medo
2616,01:27,neutro
2616,01:27,mao levantada
2616,01:27,mao no rosto
2617,01:27,medo
2618,01:27,triste
2619,01:27,medo
2620,01:27,medo
2620,01:27,mao levantada
2620,01:27,mao no rosto
2621,01:27,medo
2622,01:27,medo
2623,01:27,medo
2624,01:27,medo
2625,01:27,medo
2626,01:27,medo
2627,01:27,medo
2627,01:27,mao no rosto
2628,01:27,triste
2628,01:27,mao levantada
2628,01:27,mao no rosto
2629,01:27,triste
2629,01:27,mao levantada
2629,01:27,mao no rosto
2630,01:27,medo
2630,01:27,mao no rosto
2631,01:27,medo
2632,01:27,medo
2632,01:27,mao levantada
2632,01:27,mao no rosto
2633,01:27,medo
2634,01:27,medo
2635,01:27,medo
2636,01:27,medo
2637,01:27,medo
2638,01:27,neutro
2638,01:27,mao levantada
2638,01:27,mao no rosto
2639,01:27,medo
2640,01:28,triste
2641,01:28,medo
2642,01:28,medo
2643,01:28,triste
2644,01:28,neutro
2645,01:28,neutro
2646,01:28,neutro
2647,01:28,medo
2648,01:28,medo
2649,01:28,medo
2650,01:28,neutro
2651,01:28,medo
2652,01:28,medo
2653,01:28,medo
2654,01:28,medo
2655,01:28,medo
2656,01:28,medo
2657,01:28,medo
2658,01:28,medo
2659,01:28,medo
2660,01:28,medo
2661,01:28,medo
2662,01:28,medo
2663,01:28,medo
2664,01:28,medo
2665,01:28,medo
2666,01:28,medo
2667,01:28,medo
2668,01:28,medo
2669,01:28,medo
2670,01:29,medo
2671,01:29,medo
2672,01:29,medo
2673,01:29,medo
2674,01:29,medo
2675,01:29,medo
2676,01:29,medo
2677,01:29,medo
2678,01:29,medo
2679,01:29,medo
2680,01:29,medo
2680,01:29,mao levantada
2680,01:29,mao no rosto
2681,01:29,medo
2682,01:29,medo
2682,01:29,mao levantada
2682,01:29,mao no rosto
2683,01:29,medo
2683,01:29,mao levantada
2683,01:29,mao no rosto
2684,01:29,medo
2684,01:29,mao levantada
2684,01:29,mao no rosto
2685,01:29,medo
2686,01:29,medo
2687,01:29,medo
2688,01:29,medo
2689,01:29,medo
2690,01:29,medo
2691,01:29,triste
2692,01:29,medo
2693,01:29,medo
2694,01:29,medo
2695,01:29,medo
2696,01:29,triste
2697,01:29,triste
2698,01:29,medo
2699,01:29,medo
2700,01:30,triste
2701,01:30,triste
2701,01:30,mao levantada
2701,01:30,mao no rosto
2702,01:30,triste
2702,01:30,mao levantada
2702,01:30,mao no rosto
2703,01:30,medo
2703,01:30,mao levantada
2703,01:30,mao no rosto
2704,01:30,medo
2704,01:30,mao levantada
2704,01:30,mao no rosto
2705,01:30,medo
2705,01:30,mao levantada
2705,01:30,mao no rosto
2706,01:30,medo
2706,01:30,mao levantada
2706,01:30,mao no rosto
2707,01:30,medo
2707,01:30,mao levantada
2707,01:30,mao no rosto
2708,01:30,medo
2708,01:30,mao levantada
2708,01:30,mao no rosto
2709,01:30,medo
2709,01:30,mao levantada
2709,01:30,mao no rosto
2710,01:30,medo
2711,01:30,neutro
2711,01:30,mao levantada
2711,01:30,mao no rosto
2712,01:30,medo
2712,01:30,mao levantada
2712,01:30,mao no rosto
2713,01:30,neutro
2714,01:30,medo
2715,01:30,medo
2716,01:30,medo
2716,01:30,mao levantada
2716,01:30,mao no rosto
2717,01:30,medo
2717,01:30,mao levantada
2717,01:30,mao no rosto
2718,01:30,medo
2718,01:30,mao levantada
2718,01:30,mao no rosto
2719,01:30,medo
2719,01:30,mao levantada
2719,01:30,mao no rosto
2720,01:30,medo
2721,01:30,medo
2722,01:30,medo
2722,01:30,mao levantada
2722,01:30,mao no rosto
2723,01:30,neutro
2724,01:30,neutro
2725,01:30,neutro
2726,01:30,medo
2727,01:30,neutro
2728,01:30,triste
2729,01:30,triste
2730,01:31,triste
2731,01:31,medo
2732,01:31,medo
2733,01:31,medo
2734,01:31,triste
2734,01:31,mao levantada
2734,01:31,mao no rosto
2735,01:31,neutro
2736,01:31,neutro
2737,01:31,triste
2738,01:31,neutro
2739,01:31,medo
2740,01:31,neutro
2741,01:31,neutro
2742,01:31,triste
2743,01:31,triste
2744,01:31,triste
2745,01:31,medo
2745,01:31,mao levantada
2745,01:31,mao no rosto
2746,01:31,medo
2746,01:31,mao levantada
2746,01:31,mao no rosto
2747,01:31,medo
2748,01:31,medo
2748,01:31,mao levantada
2748,01:31,mao no rosto
2749,01:31,medo
2749,01:31,mao levantada
2749,01:31,mao no rosto
2750,01:31,triste
2751,01:31,medo
2752,01:31,triste
2752,01:31,mao levantada
2752,01:31,mao no rosto
2753,01:31,medo
2754,01:31,medo
2755,01:31,medo
2755,01:31,mao levantada
2755,01:31,mao no rosto
2756,01:31,medo
2757,01:31,medo
2758,01:31,medo
2759,01:31,medo
2760,01:32,medo
3005,01:40,mao no rosto
3032,01:41,mao levantada
3108,01:43,mao no rosto
3109,01:43,mao no rosto
3177,01:45,medo
3179,01:45,neutro
3180,01:46,neutro
3180,01:46,neutro
3181,01:46,triste
3181,01:46,neutro
3182,01:46,medo
3182,01:46,neutro
3183,01:46,triste
3183,01:46,neutro
3184,01:46,triste
3184,01:46,triste
3185,01:46,triste
3185,01:46,triste
3186,01:46,neutro
3187,01:46,neutro
3188,01:46,neutro
3188,01:46,triste
3189,01:46,neutro
3190,01:46,neutro
3191,01:46,neutro
3192,01:46,neutro
3193,01:46,neutro
3194,01:46,neutro
3195,01:46,neutro
3197,01:46,neutro
3207,01:46,triste
3208,01:46,triste
3211,01:47,neutro
3212,01:47,neutro
3213,01:47,neutro
3214,01:47,neutro
3215,01:47,neutro
3219,01:47,neutro
3220,01:47,medo
3220,01:47,neutro
3244,01:48,neutro
3245,01:48,neutro
3246,01:48,neutro
3247,01:48,neutro
3248,01:48,neutro
3249,01:48,neutro
3250,01:48,neutro
3251,01:48,neutro
3252,01:48,neutro
3252,01:48,medo
3253,01:48,medo
3253,01:48,neutro
3254,01:48,medo
3254,01:48,neutro
3255,01:48,neutro
3255,01:48,medo
3256,01:48,neutro
3256,01:48,medo
3257,01:48,medo
3257,01:48,neutro
3258,01:48,neutro
3258,01:48,medo
3259,01:48,neutro
3259,01:48,medo
3260,01:48,neutro
3261,01:48,neutro
3262,01:48,triste
3263,01:48,triste
3264,01:48,neutro
3265,01:48,neutro
3266,01:48,triste
3267,01:48,triste
3268,01:48,triste
3269,01:48,neutro
3270,01:49,triste
3271,01:49,triste
3272,01:49,triste
3273,01:49,triste
3275,01:49,triste
3286,01:49,medo
3287,01:49,medo
3288,01:49,triste
3288,01:49,medo
3289,01:49,triste
3289,01:49,medo
3290,01:49,triste
3290,01:49,medo
3291,01:49,triste
3291,01:49,surpreso
3292,01:49,triste
3292,01:49,surpreso
3293,01:49,triste
3293,01:49,surpreso
3294,01:49,triste
3294,01:49,surpreso
3295,01:49,triste
3295,01:49,surpreso
3296,01:49,triste
3296,01:49,surpreso
3297,01:49,triste
3297,01:49,surpreso
3298,01:49,triste
3298,01:49,feliz
3299,01:49,triste
3299,01:49,neutro
3300,01:50,triste
3300,01:50,surpreso
3301,01:50,triste
3302,01:50,triste
3303,01:50,bravo
3304,01:50,triste
3305,01:50,triste
3306,01:50,triste
3307,01:50,triste
3308,01:50,triste
3309,01:50,bravo
3310,01:50,bravo
3311,01:50,triste
3312,01:50,bravo
3313,01:50,bravo
3314,01:50,bravo
3315,01:50,triste
3316,01:50,triste
3317,01:50,triste
3318,01:50,triste
3319,01:50,bravo
3320,01:50,bravo
3321,01:50,triste
3322,01:50,triste
3323,01:50,bravo
3324,01:50,triste
3325,01:50,bravo
3326,01:50,bravo
